Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,quality,latitude,longitude,altitude,utm_easting,utm_northing,zone_number,zone_letter
1697468820.0527303,1,161338,799999999,GPS1_Frame,4,42.33879852294922,-71.0848159790039,7.0920000076293945,328255.90625,4689498.5,19,T
1697468820.7559247,2,161339,799999999,GPS1_Frame,4,42.33880615234375,-71.08480834960938,7.111999988555908,328256.59375,4689499.5,19,T
1697468821.4588182,3,161340,799999999,GPS1_Frame,5,42.33881378173828,-71.08479309082031,7.1620001792907715,328257.78125,4689500.5,19,T
1697468822.162125,4,161341,799999999,GPS1_Frame,5,42.33882141113281,-71.08478546142578,7.1579999923706055,328258.625,4689501.0,19,T
1697468822.8653524,5,161342,799999999,GPS1_Frame,5,42.338829040527344,-71.08477020263672,7.1529998779296875,328259.40625,4689502.0,19,T
1697468823.5684025,6,161343,799999999,GPS1_Frame,5,42.338836669921875,-71.08476257324219,7.1529998779296875,328260.1875,4689503.0,19,T
1697468824.271444,7,161344,799999999,GPS1_Frame,5,42.338844299316406,-71.08475494384766,7.126999855041504,328261.03125,4689504.0,19,T
1697468824.9745202,8,161345,799999999,GPS1_Frame,5,42.33885192871094,-71.08474731445312,7.085999965667725,328261.75,4689504.5,19,T
1697468825.6774964,9,161346,799999999,GPS1_Frame,5,42.33885955810547,-71.0847396850586,7.066999912261963,328262.5625,4689505.5,19,T
1697468826.3810365,10,161347,799999999,GPS1_Frame,5,42.338871002197266,-71.08472442626953,7.077000141143799,328263.4375,4689506.5,19,T
1697468827.083931,11,161348,799999999,GPS1_Frame,5,42.3388786315918,-71.084716796875,7.078000068664551,328264.3125,4689507.0,19,T
1697468827.7872732,12,161349,799999999,GPS1_Frame,5,42.33888626098633,-71.08470916748047,7.048999786376953,328265.09375,4689508.0,19,T
1697468828.4895127,13,161350,799999999,GPS1_Frame,5,42.33889389038086,-71.0846939086914,7.054999828338623,328265.9375,4689509.0,19,T
1697468829.1927295,14,161351,799999999,GPS1_Frame,5,42.33890151977539,-71.08468627929688,7.059999942779541,328266.8125,4689510.0,19,T
1697468829.896211,15,161352,799999999,GPS1_Frame,5,42.33890914916992,-71.08467864990234,7.0269999504089355,328267.71875,4689511.0,19,T
1697468830.5994108,16,161353,799999999,GPS1_Frame,5,42.33891677856445,-71.08466339111328,7.0279998779296875,328268.53125,4689511.5,19,T
1697468831.3028736,17,161354,799999999,GPS1_Frame,5,42.338924407958984,-71.08465576171875,7.065000057220459,328269.40625,4689512.5,19,T
1697468832.0061238,18,161355,799999999,GPS1_Frame,5,42.33893585205078,-71.08464813232422,7.065000057220459,328270.1875,4689513.5,19,T
1697468832.7091932,19,161356,799999999,GPS1_Frame,5,42.33894348144531,-71.08463287353516,7.033999919891357,328271.09375,4689514.5,19,T
1697468833.41226,20,161357,799999999,GPS1_Frame,5,42.338951110839844,-71.08462524414062,7.0289998054504395,328271.96875,4689515.5,19,T
1697468834.1152515,21,161358,799999999,GPS1_Frame,5,42.338958740234375,-71.0846176147461,7.065000057220459,328272.75,4689516.5,19,T
1697468834.817441,22,161359,799999999,GPS1_Frame,5,42.33897018432617,-71.08460235595703,7.031000137329102,328273.59375,4689517.0,19,T
1697468835.5206432,23,161400,799999999,GPS1_Frame,5,42.3389778137207,-71.0845947265625,6.989999771118164,328274.5,4689518.0,19,T
1697468836.2235718,24,161401,799999999,GPS1_Frame,5,42.338985443115234,-71.08458709716797,6.973999977111816,328275.40625,4689519.0,19,T
1697468836.9262278,25,161402,799999999,GPS1_Frame,5,42.338993072509766,-71.0845718383789,6.988999843597412,328276.34375,4689520.0,19,T
1697468837.6289105,26,161403,799999999,GPS1_Frame,5,42.33900451660156,-71.08456420898438,6.936999797821045,328277.28125,4689521.0,19,T
1697468838.331885,27,161404,799999999,GPS1_Frame,5,42.339012145996094,-71.08454895019531,6.926000118255615,328278.125,4689522.0,19,T
1697468839.034569,28,161405,799999999,GPS1_Frame,5,42.339019775390625,-71.08454132080078,6.9039998054504395,328279.0,4689522.5,19,T
1697468839.7377505,29,161406,799999999,GPS1_Frame,5,42.339027404785156,-71.08453369140625,6.916999816894531,328279.90625,4689523.5,19,T
1697468840.4409459,30,161407,799999999,GPS1_Frame,5,42.33903503417969,-71.08451843261719,6.939000129699707,328280.875,4689524.5,19,T
1697468841.14395,31,161408,799999999,GPS1_Frame,5,42.33904266357422,-71.08451080322266,6.916999816894531,328281.78125,4689525.5,19,T
1697468841.84681,32,161409,799999999,GPS1_Frame,5,42.339054107666016,-71.0844955444336,6.888999938964844,328282.65625,4689526.5,19,T
1697468842.550115,33,161410,799999999,GPS1_Frame,5,42.33905792236328,-71.08448791503906,6.918000221252441,328283.59375,4689527.0,19,T
1697468843.253561,34,161411,799999999,GPS1_Frame,5,42.33906936645508,-71.08447265625,6.915999889373779,328284.5625,4689528.0,19,T
1697468843.9564414,35,161412,799999999,GPS1_Frame,5,42.33907699584961,-71.08446502685547,6.888999938964844,328285.5625,4689529.0,19,T
1697468844.6595151,36,161413,799999999,GPS1_Frame,5,42.33908462524414,-71.0844497680664,6.885000228881836,328286.5,4689530.0,19,T
1697468845.36235,37,161414,799999999,GPS1_Frame,5,42.33909606933594,-71.08444213867188,6.883999824523926,328287.375,4689531.0,19,T
1697468846.0654745,38,161415,799999999,GPS1_Frame,5,42.33910369873047,-71.08443450927734,6.909999847412109,328288.125,4689532.0,19,T
1697468846.7683926,39,161416,799999999,GPS1_Frame,4,42.339111328125,-71.08442687988281,6.831999778747559,328288.53125,4689532.5,19,T
1697468847.4717174,40,161417,799999999,GPS1_Frame,5,42.33911895751953,-71.08443450927734,6.88100004196167,328287.9375,4689533.5,19,T
1697468848.173219,41,161418,799999999,GPS1_Frame,5,42.33912658691406,-71.0844497680664,6.918000221252441,328287.15625,4689534.5,19,T
1697468848.8766847,42,161419,799999999,GPS1_Frame,5,42.339134216308594,-71.08445739746094,6.927999973297119,328286.3125,4689535.5,19,T
1697468849.5794134,43,161420,799999999,GPS1_Frame,5,42.339141845703125,-71.08446502685547,6.894999980926514,328285.375,4689536.0,19,T
1697468850.2823277,44,161421,799999999,GPS1_Frame,5,42.339149475097656,-71.08448028564453,6.874000072479248,328284.40625,4689537.0,19,T
1697468850.9855292,45,161422,799999999,GPS1_Frame,5,42.33915710449219,-71.0844955444336,6.868000030517578,328283.4375,4689538.0,19,T
1697468851.6886754,46,161423,799999999,GPS1_Frame,5,42.33916473388672,-71.08450317382812,6.875999927520752,328282.4375,4689539.0,19,T
1697468852.3915772,47,161424,799999999,GPS1_Frame,5,42.33917236328125,-71.08451843261719,6.86899995803833,328281.5,4689540.0,19,T
1697468853.0943131,48,161425,799999999,GPS1_Frame,5,42.33917999267578,-71.08452606201172,6.803999900817871,328280.5,4689540.5,19,T
1697468853.7972195,49,161426,799999999,GPS1_Frame,5,42.33918762207031,-71.08454132080078,6.7729997634887695,328279.5625,4689541.5,19,T
1697468854.500459,50,161427,799999999,GPS1_Frame,5,42.33919906616211,-71.08454895019531,6.75600004196167,328278.625,4689542.5,19,T
1697468855.2033377,51,161428,799999999,GPS1_Frame,5,42.33920669555664,-71.08456420898438,6.783999919891357,328277.6875,4689543.5,19,T
1697468855.85595,52,161429,799999999,GPS1_Frame,5,42.33921432495117,-71.0845718383789,6.793000221252441,328276.8125,4689544.5,19,T
1697468856.5586705,53,161430,799999999,GPS1_Frame,5,42.3392219543457,-71.08458709716797,6.7769999504089355,328275.84375,4689545.0,19,T
1697468857.26188,54,161431,799999999,GPS1_Frame,5,42.339229583740234,-71.0845947265625,6.763999938964844,328274.9375,4689546.0,19,T
1697468857.9648924,55,161432,799999999,GPS1_Frame,5,42.339237213134766,-71.08460998535156,6.7870001792907715,328274.0,4689547.0,19,T
1697468858.667041,56,161433,799999999,GPS1_Frame,5,42.3392448425293,-71.08462524414062,6.763000011444092,328273.0,4689547.5,19,T
