Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,latitude,longitude,altitude,utm_easting,utm_northing,zone,letter
1696272569.2910454,329,0,0,,42.33432166666667,71.10052333333333,0.0,673050.4704206481,4689033.438026712,42,T
1696272570.2902455,330,0,0,,42.33433,71.100515,0.0,673049.7609976373,4689034.346421465,42,T
1696272571.319961,331,0,0,,42.334340000000005,71.10050666666666,0.0,673049.047003461,4689035.439886967,42,T
1696272572.2909117,332,0,0,,42.33434833333334,71.1005,0.0,673048.4748940085,4689036.351673552,42,T
1696272573.314004,333,0,0,,42.33435833333333,71.10049166666666,0.0,673047.7609002168,4689037.4451391725,42,T
1696272574.2936919,334,0,0,,42.33436666666667,71.10048333333334,0.0,673047.0514779375,4689038.353534184,42,T
1696272575.2932544,335,0,0,,42.33437833333334,71.10047666666667,0.0,673046.4702263951,4689039.635462283,42,T
1696272576.2922688,336,0,0,,42.33438833333333,71.10047,0.0,673045.8935463174,4689040.732319744,42,T
1696272577.2922509,337,0,0,,42.33439833333333,71.10046333333334,0.0,673045.3168664109,4689041.829177249,42,T
1696272578.2923434,338,0,0,,42.33441,71.10045833333334,0.0,673044.8729284783,4689043.114497109,42,T
1696272579.2912235,339,0,0,,42.33441833333333,71.10045166666667,0.0,673044.300820133,4689044.026284012,42,T
1696272580.2908428,340,0,0,,42.334426666666666,71.10044500000001,0.0,673043.7287119294,4689044.938070958,42,T
1696272581.2907538,341,0,0,,42.33443333333333,71.10043999999999,0.0,673043.2984880634,4689045.668178866,42,T
1696272582.2882636,342,0,0,,42.33443833333334,71.100435,0.0,673042.8728354849,4689046.213216116,42,T
1696272583.2951643,343,0,0,,42.33443833333334,71.10043333333333,0.0,673042.735522497,4689046.209824524,42,T
1696272584.2911065,344,0,0,,42.334439999999994,71.100425,0.0,673042.0443863894,4689046.377937281,42,T
1696272585.2894926,345,0,0,,42.33444166666666,71.10040333333333,0.0,673040.2547464854,4689046.518917677,42,T
1696272586.290066,346,0,0,,42.33444166666666,71.10038833333333,0.0,673039.0189296731,4689046.488393901,42,T
