%time,field.header.seq,field.header.stamp,field.header.frame_id,field.quality,field.latitude,field.longitude,field.altitude,field.utm_easting,field.utm_northing,field.zone_number,field.zone_letter
1.69746721926704E+018,1,161731799999999,GPS1_Frame,5,42.3390274047852,-71.0848617553711,4.14900016784668,328252.65625,4689524.5,19,T
1.69746721933961E+018,2,161732799999999,GPS1_Frame,5,42.3390274047852,-71.0848617553711,4.15500020980835,328252.65625,4689524.5,19,T
1.69746721941228E+018,3,161733799999999,GPS1_Frame,5,42.3390274047852,-71.0848617553711,4.16300010681152,328252.65625,4689524.5,19,T
1.69746721948491E+018,4,161734799999999,GPS1_Frame,5,42.3390274047852,-71.0848617553711,4.16099977493286,328252.65625,4689524.5,19,T
1.69746721955761E+018,5,161735799999999,GPS1_Frame,5,42.3390274047852,-71.0848617553711,4.16499996185303,328252.65625,4689524.5,19,T
1.69746721963037E+018,6,161736799999999,GPS1_Frame,5,42.3390274047852,-71.0848617553711,4.16499996185303,328252.65625,4689524.5,19,T
1.69746721970297E+018,7,161737799999999,GPS1_Frame,5,42.3390274047852,-71.0848617553711,4.16699981689453,328252.65625,4689524.5,19,T
1.69746721977542E+018,8,161738799999999,GPS1_Frame,5,42.3390274047852,-71.0848617553711,4.1710000038147,328252.65625,4689524.5,19,T
1.69746721984802E+018,9,161739799999999,GPS1_Frame,5,42.3390274047852,-71.0848617553711,4.17500019073486,328252.65625,4689524.5,19,T
1.69746721992096E+018,10,161740799999999,GPS1_Frame,5,42.3390274047852,-71.0848617553711,4.17600011825562,328252.65625,4689524.5,19,T
1.69746721999346E+018,11,161741799999999,GPS1_Frame,5,42.3390274047852,-71.0848617553711,4.18200016021729,328252.65625,4689524.5,19,T
1.69746722006675E+018,12,161742799999999,GPS1_Frame,5,42.3390274047852,-71.0848617553711,4.18599987030029,328252.65625,4689524.5,19,T
1.69746722013939E+018,13,161743799999999,GPS1_Frame,5,42.3390274047852,-71.0848617553711,4.19199991226196,328252.65625,4689524.5,19,T
1.69746722021251E+018,14,161744799999999,GPS1_Frame,5,42.3390274047852,-71.0848617553711,4.19500017166138,328252.65625,4689524.5,19,T
1.69746722028516E+018,15,161745799999999,GPS1_Frame,5,42.3390274047852,-71.0848617553711,4.19899988174439,328252.65625,4689524.5,19,T
1.69746722035792E+018,16,161746799999999,GPS1_Frame,5,42.3390274047852,-71.0848617553711,4.19600009918213,328252.65625,4689524.5,19,T
1.69746722043086E+018,17,161747799999999,GPS1_Frame,5,42.3390274047852,-71.0848617553711,4.20300006866455,328252.65625,4689524.5,19,T
1.69746722050346E+018,18,161748799999999,GPS1_Frame,5,42.3390274047852,-71.0848617553711,4.19999980926514,328252.65625,4689524.5,19,T
1.69746722057606E+018,19,161749799999999,GPS1_Frame,5,42.3390274047852,-71.0848617553711,4.20100021362305,328252.6875,4689524.5,19,T
1.69746722064881E+018,20,161750799999999,GPS1_Frame,5,42.3390274047852,-71.0848617553711,4.21000003814697,328252.6875,4689524.5,19,T
1.69746722072127E+018,21,161751799999999,GPS1_Frame,5,42.3390274047852,-71.0848617553711,4.21000003814697,328252.6875,4689524.5,19,T
1.69746722079439E+018,22,161752799999999,GPS1_Frame,5,42.3390274047852,-71.0848617553711,4.21700000762939,328252.6875,4689524.5,19,T
1.69746722086683E+018,23,161753799999999,GPS1_Frame,5,42.3390274047852,-71.0848617553711,4.22200012207031,328252.6875,4689524.5,19,T
1.69746722093963E+018,24,161754799999999,GPS1_Frame,5,42.3390274047852,-71.0848617553711,4.22499990463257,328252.6875,4689524.5,19,T
1.69746722101244E+018,25,161755799999999,GPS1_Frame,5,42.3390274047852,-71.0848617553711,4.22200012207031,328252.6875,4689524.5,19,T
1.69746722108532E+018,26,161756799999999,GPS1_Frame,5,42.3390274047852,-71.0848617553711,4.22599983215332,328252.6875,4689524.5,19,T
1.69746722115754E+018,27,161757799999999,GPS1_Frame,5,42.3390274047852,-71.0848617553711,4.23099994659424,328252.6875,4689524.5,19,T
1.69746722123036E+018,28,161758799999999,GPS1_Frame,5,42.3390274047852,-71.0848617553711,4.22900009155273,328252.6875,4689524.5,19,T
1.69746722130341E+018,29,161759799999999,GPS1_Frame,5,42.3390274047852,-71.0848617553711,4.2350001335144,328252.6875,4689524.5,19,T
1.6974672213766E+018,30,161800799999999,GPS1_Frame,5,42.3390274047852,-71.0848617553711,4.23799991607666,328252.6875,4689524.5,19,T
1.69746722144953E+018,31,161801799999999,GPS1_Frame,5,42.3390274047852,-71.0848617553711,4.24499988555908,328252.6875,4689524.5,19,T
1.69746722152225E+018,32,161802799999999,GPS1_Frame,5,42.3390274047852,-71.0848617553711,4.23799991607666,328252.6875,4689524.5,19,T
1.69746722159484E+018,33,161803799999999,GPS1_Frame,5,42.3390274047852,-71.0848617553711,4.24399995803833,328252.6875,4689524.5,19,T
1.69746722166785E+018,34,161804799999999,GPS1_Frame,5,42.3390274047852,-71.0848617553711,4.24399995803833,328252.6875,4689524.5,19,T
1.69746722174022E+018,35,161805799999999,GPS1_Frame,5,42.3390274047852,-71.0848617553711,4.24700021743774,328252.6875,4689524.5,19,T
1.69746722181352E+018,36,161806799999999,GPS1_Frame,5,42.3390274047852,-71.0848617553711,4.24499988555908,328252.6875,4689524.5,19,T
1.69746722188592E+018,37,161807799999999,GPS1_Frame,5,42.3390274047852,-71.0848617553711,4.24200010299683,328252.6875,4689524.5,19,T
1.69746722195885E+018,38,161808799999999,GPS1_Frame,5,42.3390274047852,-71.0848617553711,4.24599981307983,328252.6875,4689524.5,19,T
