Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,quality,latitude,longitude,altitude,utm_easting,utm_northing,zone_number,zone_letter
1697467219.2670367,1,161731,799999999,GPS1_Frame,5,42.339027404785156,-71.0848617553711,4.14900016784668,328252.65625,4689524.5,19,T
1697467219.3396096,2,161732,799999999,GPS1_Frame,5,42.339027404785156,-71.0848617553711,4.15500020980835,328252.65625,4689524.5,19,T
1697467219.4122787,3,161733,799999999,GPS1_Frame,5,42.339027404785156,-71.0848617553711,4.163000106811523,328252.65625,4689524.5,19,T
1697467219.4849074,4,161734,799999999,GPS1_Frame,5,42.339027404785156,-71.0848617553711,4.160999774932861,328252.65625,4689524.5,19,T
1697467219.5576103,5,161735,799999999,GPS1_Frame,5,42.339027404785156,-71.0848617553711,4.164999961853027,328252.65625,4689524.5,19,T
1697467219.6303697,6,161736,799999999,GPS1_Frame,5,42.339027404785156,-71.0848617553711,4.164999961853027,328252.65625,4689524.5,19,T
1697467219.7029722,7,161737,799999999,GPS1_Frame,5,42.339027404785156,-71.0848617553711,4.166999816894531,328252.65625,4689524.5,19,T
1697467219.7754242,8,161738,799999999,GPS1_Frame,5,42.339027404785156,-71.0848617553711,4.171000003814697,328252.65625,4689524.5,19,T
1697467219.8480215,9,161739,799999999,GPS1_Frame,5,42.339027404785156,-71.0848617553711,4.175000190734863,328252.65625,4689524.5,19,T
1697467219.9209633,10,161740,799999999,GPS1_Frame,5,42.339027404785156,-71.0848617553711,4.176000118255615,328252.65625,4689524.5,19,T
1697467219.9934635,11,161741,799999999,GPS1_Frame,5,42.339027404785156,-71.0848617553711,4.182000160217285,328252.65625,4689524.5,19,T
1697467220.0667481,12,161742,799999999,GPS1_Frame,5,42.339027404785156,-71.0848617553711,4.185999870300293,328252.65625,4689524.5,19,T
1697467220.1393938,13,161743,799999999,GPS1_Frame,5,42.339027404785156,-71.0848617553711,4.191999912261963,328252.65625,4689524.5,19,T
1697467220.212511,14,161744,799999999,GPS1_Frame,5,42.339027404785156,-71.0848617553711,4.195000171661377,328252.65625,4689524.5,19,T
1697467220.2851586,15,161745,799999999,GPS1_Frame,5,42.339027404785156,-71.0848617553711,4.198999881744385,328252.65625,4689524.5,19,T
1697467220.357919,16,161746,799999999,GPS1_Frame,5,42.339027404785156,-71.0848617553711,4.196000099182129,328252.65625,4689524.5,19,T
1697467220.4308608,17,161747,799999999,GPS1_Frame,5,42.339027404785156,-71.0848617553711,4.203000068664551,328252.65625,4689524.5,19,T
1697467220.5034645,18,161748,799999999,GPS1_Frame,5,42.339027404785156,-71.0848617553711,4.199999809265137,328252.65625,4689524.5,19,T
1697467220.576062,19,161749,799999999,GPS1_Frame,5,42.339027404785156,-71.0848617553711,4.201000213623047,328252.6875,4689524.5,19,T
1697467220.6488097,20,161750,799999999,GPS1_Frame,5,42.339027404785156,-71.0848617553711,4.210000038146973,328252.6875,4689524.5,19,T
1697467220.721265,21,161751,799999999,GPS1_Frame,5,42.339027404785156,-71.0848617553711,4.210000038146973,328252.6875,4689524.5,19,T
1697467220.7943876,22,161752,799999999,GPS1_Frame,5,42.339027404785156,-71.0848617553711,4.2170000076293945,328252.6875,4689524.5,19,T
1697467220.8668308,23,161753,799999999,GPS1_Frame,5,42.339027404785156,-71.0848617553711,4.2220001220703125,328252.6875,4689524.5,19,T
1697467220.9396267,24,161754,799999999,GPS1_Frame,5,42.339027404785156,-71.0848617553711,4.224999904632568,328252.6875,4689524.5,19,T
1697467221.012439,25,161755,799999999,GPS1_Frame,5,42.339027404785156,-71.0848617553711,4.2220001220703125,328252.6875,4689524.5,19,T
1697467221.085319,26,161756,799999999,GPS1_Frame,5,42.339027404785156,-71.0848617553711,4.22599983215332,328252.6875,4689524.5,19,T
1697467221.1575437,27,161757,799999999,GPS1_Frame,5,42.339027404785156,-71.0848617553711,4.230999946594238,328252.6875,4689524.5,19,T
1697467221.230364,28,161758,799999999,GPS1_Frame,5,42.339027404785156,-71.0848617553711,4.229000091552734,328252.6875,4689524.5,19,T
1697467221.3034124,29,161759,799999999,GPS1_Frame,5,42.339027404785156,-71.0848617553711,4.235000133514404,328252.6875,4689524.5,19,T
1697467221.376603,30,161800,799999999,GPS1_Frame,5,42.339027404785156,-71.0848617553711,4.23799991607666,328252.6875,4689524.5,19,T
1697467221.449526,31,161801,799999999,GPS1_Frame,5,42.339027404785156,-71.0848617553711,4.244999885559082,328252.6875,4689524.5,19,T
1697467221.5222485,32,161802,799999999,GPS1_Frame,5,42.339027404785156,-71.0848617553711,4.23799991607666,328252.6875,4689524.5,19,T
1697467221.5948415,33,161803,799999999,GPS1_Frame,5,42.339027404785156,-71.0848617553711,4.24399995803833,328252.6875,4689524.5,19,T
1697467221.6678486,34,161804,799999999,GPS1_Frame,5,42.339027404785156,-71.0848617553711,4.24399995803833,328252.6875,4689524.5,19,T
1697467221.7402234,35,161805,799999999,GPS1_Frame,5,42.339027404785156,-71.0848617553711,4.247000217437744,328252.6875,4689524.5,19,T
1697467221.8135233,36,161806,799999999,GPS1_Frame,5,42.339027404785156,-71.0848617553711,4.244999885559082,328252.6875,4689524.5,19,T
1697467221.8859208,37,161807,799999999,GPS1_Frame,5,42.339027404785156,-71.0848617553711,4.242000102996826,328252.6875,4689524.5,19,T
1697467221.9588473,38,161808,799999999,GPS1_Frame,5,42.339027404785156,-71.0848617553711,4.245999813079834,328252.6875,4689524.5,19,T
1697467222.0320277,39,161809,799999999,GPS1_Frame,5,42.339027404785156,-71.0848617553711,4.245999813079834,328252.6875,4689524.5,19,T
