%time,field.header.seq,field.header.stamp,field.header.frame_id,field.latitude,field.longitude,field.altitude,field.utm_easting,field.utm_northing,field.zone,field.letter
1698242697803734533,206,1698242697803122997,GPS1_Frame,42.33721160888672,-71.08953857421875,14.100000381469727,327862.59375,4689332.0,19,T
1698242698803806824,207,1698242698803260564,GPS1_Frame,42.33725357055664,-71.08955383300781,14.100000381469727,327861.46875,4689336.5,19,T
1698242699804658222,208,1698242699803987979,GPS1_Frame,42.33728790283203,-71.08956909179688,13.899999618530273,327860.1875,4689340.5,19,T
1698242700802521514,209,1698242700801903009,GPS1_Frame,42.33732223510742,-71.08958435058594,13.800000190734863,327859.03125,4689344.5,19,T
1698242701804163578,210,1698242701803484439,GPS1_Frame,42.33735656738281,-71.089599609375,13.800000190734863,327857.90625,4689348.5,19,T
1698242702800984881,211,1698242702800583124,GPS1_Frame,42.3373908996582,-71.08961486816406,13.699999809265137,327856.625,4689352.0,19,T
1698242703802239645,212,1698242703801586389,GPS1_Frame,42.337425231933594,-71.08963012695312,13.800000190734863,327855.34375,4689356.0,19,T
1698242704801147358,213,1698242704800342559,GPS1_Frame,42.33746337890625,-71.08964538574219,13.699999809265137,327854.0625,4689360.0,19,T
1698242705801006915,214,1698242705800245523,GPS1_Frame,42.33749771118164,-71.08966827392578,13.699999809265137,327852.78125,4689364.0,19,T
1698242706799882748,215,1698242706799502849,GPS1_Frame,42.33753204345703,-71.08968353271484,13.800000190734863,327851.65625,4689368.0,19,T
1698242707801202540,216,1698242707800945997,GPS1_Frame,42.33756637573242,-71.0896987915039,13.699999809265137,327850.375,4689371.5,19,T
1698242708801072207,217,1698242708800815820,GPS1_Frame,42.33760070800781,-71.08971405029297,13.699999809265137,327849.21875,4689375.5,19,T
1698242709802996500,218,1698242709802325487,GPS1_Frame,42.3376350402832,-71.08972930908203,13.699999809265137,327848.09375,4689379.5,19,T
1698242710801598708,219,1698242710800951004,GPS1_Frame,42.33767318725586,-71.0897445678711,13.699999809265137,327846.96875,4689383.5,19,T
1698242711802208982,220,1698242711801510095,GPS1_Frame,42.33771514892578,-71.08975982666016,13.800000190734863,327845.84375,4689388.5,19,T
1698242712803269379,221,1698242712802670001,GPS1_Frame,42.3377571105957,-71.08977508544922,13.800000190734863,327844.71875,4689393.0,19,T
1698242713803178621,222,1698242713802538156,GPS1_Frame,42.337799072265625,-71.08978271484375,13.899999618530273,327843.875,4689397.5,19,T
1698242714802996990,223,1698242714802320718,GPS1_Frame,42.33784103393555,-71.08979034423828,14.600000381469727,327843.28125,4689402.5,19,T
1698242715802450429,224,1698242715801807403,GPS1_Frame,42.337886810302734,-71.08979797363281,14.699999809265137,327842.71875,4689407.5,19,T
1698242716802448554,225,1698242716801774024,GPS1_Frame,42.337928771972656,-71.08980560302734,15.199999809265137,327842.15625,4689412.5,19,T
1698242717801879565,226,1698242717801321506,GPS1_Frame,42.33797836303711,-71.0898208618164,15.5,327841.46875,4689417.5,19,T
1698242718801123945,227,1698242718800423383,GPS1_Frame,42.33802032470703,-71.08982849121094,15.699999809265137,327840.90625,4689422.5,19,T
1698242719800987814,228,1698242719800370216,GPS1_Frame,42.338069915771484,-71.08982849121094,15.800000190734863,327840.625,4689428.0,19,T
1698242720802238460,229,1698242720801594972,GPS1_Frame,42.338111877441406,-71.08983612060547,16.100000381469727,327840.1875,4689432.5,19,T
1698242721800486616,230,1698242721799665212,GPS1_Frame,42.33815002441406,-71.08984375,16.399999618530273,327839.75,4689437.0,19,T
1698242722799453904,231,1698242722798720836,GPS1_Frame,42.33818435668945,-71.08985137939453,16.899999618530273,327839.28125,4689440.5,19,T
1698242723800525754,232,1698242723799885511,GPS1_Frame,42.33821487426758,-71.08985900878906,17.299999237060547,327838.96875,4689444.0,19,T
1698242724799471217,233,1698242724798886060,GPS1_Frame,42.3382453918457,-71.08985900878906,17.600000381469727,327838.78125,4689447.5,19,T
1698242725800700700,234,1698242725800095796,GPS1_Frame,42.33827209472656,-71.0898666381836,17.799999237060547,327838.5625,4689450.5,19,T
